Filepath,Bird-Species
data\spectrogram_dataset\test\Grey-sided-Thrush\Grey-sided-Thrush-1.png,Grey-sided-Thrush
data\spectrogram_dataset\test\Grey-sided-Thrush\Grey-sided-Thrush-2.png,Grey-sided-Thrush
data\spectrogram_dataset\test\Grey-sided-Thrush\Grey-sided-Thrush-3.png,Grey-sided-Thrush
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-0.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-1.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-10.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-11.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-12.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-13.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-14.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-15.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-16.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-17.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-18.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-19.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-2.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-20.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-21.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-22.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-23.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-24.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-25.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-26.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-27.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-28.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-29.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-3.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-30.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-31.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-32.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-33.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-4.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-5.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-6.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-7.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-8.png,Grey-Treepie
data\spectrogram_dataset\test\Grey-Treepie\Grey-Treepie-9.png,Grey-Treepie
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-0.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-1.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-10.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-2.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-3.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-4.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-5.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-6.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-7.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-8.png,Himalayan-Monal
data\spectrogram_dataset\test\Himalayan-Monal\Himalayan-Monal-9.png,Himalayan-Monal
data\spectrogram_dataset\test\House-Crow\House-Crow-0.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-1.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-10.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-11.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-12.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-13.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-14.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-15.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-16.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-17.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-18.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-19.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-2.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-20.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-21.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-22.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-23.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-24.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-25.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-26.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-27.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-28.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-29.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-3.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-30.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-31.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-32.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-33.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-34.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-35.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-36.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-37.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-38.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-39.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-4.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-5.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-6.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-7.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-8.png,House-Crow
data\spectrogram_dataset\test\House-Crow\House-Crow-9.png,House-Crow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-0.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-1.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-10.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-11.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-12.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-13.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-14.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-15.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-16.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-17.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-18.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-19.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-2.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-20.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-21.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-22.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-23.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-24.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-25.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-26.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-27.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-28.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-29.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-3.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-30.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-31.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-32.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-33.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-34.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-35.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-36.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-37.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-38.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-39.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-4.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-5.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-6.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-7.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-8.png,House-Sparrow
data\spectrogram_dataset\test\House-Sparrow\House-Sparrow-9.png,House-Sparrow
data\spectrogram_dataset\test\Indian-Spotted-Eagle\Indian-Spotted-Eagle-0.png,Indian-Spotted-Eagle
data\spectrogram_dataset\test\Indian-Spotted-Eagle\Indian-Spotted-Eagle-1.png,Indian-Spotted-Eagle
data\spectrogram_dataset\test\Jerdon_s-Babbler\Jerdon_s-Babbler-0.png,Jerdon_s-Babbler
data\spectrogram_dataset\test\Jerdon_s-Babbler\Jerdon_s-Babbler-1.png,Jerdon_s-Babbler
data\spectrogram_dataset\test\Jerdon_s-Babbler\Jerdon_s-Babbler-2.png,Jerdon_s-Babbler
data\spectrogram_dataset\test\Jerdon_s-Babbler\Jerdon_s-Babbler-3.png,Jerdon_s-Babbler
data\spectrogram_dataset\test\Kashmir-Flycatcher\Kashmir-Flycatcher-0.png,Kashmir-Flycatcher
data\spectrogram_dataset\test\Kashmir-Flycatcher\Kashmir-Flycatcher-1.png,Kashmir-Flycatcher
data\spectrogram_dataset\test\Kashmir-Flycatcher\Kashmir-Flycatcher-2.png,Kashmir-Flycatcher
data\spectrogram_dataset\test\Kashmir-Flycatcher\Kashmir-Flycatcher-3.png,Kashmir-Flycatcher
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-0.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-1.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-10.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-11.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-12.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-13.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-14.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-15.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-16.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-17.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-18.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-19.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-2.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-20.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-21.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-22.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-23.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-24.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-25.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-26.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-27.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-28.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-29.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-3.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-30.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-31.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-32.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-33.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-34.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-35.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-4.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-5.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-6.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-7.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-8.png,Large-billed-Crow
data\spectrogram_dataset\test\Large-billed-Crow\Large-billed-Crow-9.png,Large-billed-Crow
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-0.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-1.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-10.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-11.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-12.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-13.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-14.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-15.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-16.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-17.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-18.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-19.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-2.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-20.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-21.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-22.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-3.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-4.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-5.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-6.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-7.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-8.png,Long-tailed-Duck
data\spectrogram_dataset\test\Long-tailed-Duck\Long-tailed-Duck-9.png,Long-tailed-Duck
data\spectrogram_dataset\test\Pallas_s-Fish-Eagle\Pallas_s-Fish-Eagle-0.png,Pallas_s-Fish-Eagle
data\spectrogram_dataset\test\Pallas_s-Fish-Eagle\Pallas_s-Fish-Eagle-1.png,Pallas_s-Fish-Eagle
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-0.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-1.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-10.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-11.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-12.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-13.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-14.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-15.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-16.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-17.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-18.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-19.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-2.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-20.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-21.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-3.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-4.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-5.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-6.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-7.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-8.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Red-billed-Blue-Magpie\Red-billed-Blue-Magpie-9.png,Red-billed-Blue-Magpie
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-0.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-1.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-10.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-11.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-12.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-13.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-14.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-15.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-16.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-17.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-18.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-19.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-2.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-20.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-21.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-22.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-23.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-24.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-25.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-26.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-27.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-28.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-29.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-3.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-30.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-4.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-5.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-6.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-7.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-8.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rose-ringed-Parakeet\Rose-ringed-Parakeet-9.png,Rose-ringed-Parakeet
data\spectrogram_dataset\test\Rufous-necked-Hornbill\Rufous-necked-Hornbill-0.png,Rufous-necked-Hornbill
data\spectrogram_dataset\test\Rufous-necked-Hornbill\Rufous-necked-Hornbill-1.png,Rufous-necked-Hornbill
data\spectrogram_dataset\test\Rufous-necked-Hornbill\Rufous-necked-Hornbill-2.png,Rufous-necked-Hornbill
data\spectrogram_dataset\test\Rufous-necked-Hornbill\Rufous-necked-Hornbill-3.png,Rufous-necked-Hornbill
data\spectrogram_dataset\test\Rufous-necked-Hornbill\Rufous-necked-Hornbill-4.png,Rufous-necked-Hornbill
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-0.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-1.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-10.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-11.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-12.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-13.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-14.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-15.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-16.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-17.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-18.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-19.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-2.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-20.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-21.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-22.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-23.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-24.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-25.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-26.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-27.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-28.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-29.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-3.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-30.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-4.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-5.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-6.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-7.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-8.png,Rufous-Treepie
data\spectrogram_dataset\test\Rufous-Treepie\Rufous-Treepie-9.png,Rufous-Treepie
