Filepath,Bird-Species
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-79.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-8.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-80.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-81.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-82.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-83.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-84.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-85.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-86.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-87.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-88.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-89.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-9.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-90.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-91.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-92.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-93.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-94.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-95.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-96.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-97.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-98.png,Common-Pochard
data\spectrogram_dataset\train\Common-Pochard\Common-Pochard-99.png,Common-Pochard
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-0.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-1.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-10.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-100.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-101.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-102.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-103.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-104.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-105.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-106.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-107.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-108.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-109.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-11.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-110.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-111.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-112.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-113.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-114.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-115.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-116.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-117.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-118.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-119.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-12.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-120.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-121.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-122.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-123.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-124.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-125.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-126.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-127.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-128.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-129.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-13.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-130.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-131.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-132.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-133.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-134.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-135.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-136.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-137.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-138.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-139.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-14.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-140.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-141.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-142.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-143.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-144.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-145.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-146.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-147.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-148.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-149.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-15.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-150.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-151.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-152.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-153.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-154.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-155.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-156.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-157.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-158.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-159.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-16.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-160.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-161.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-162.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-163.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-164.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-165.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-166.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-167.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-168.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-169.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-17.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-170.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-171.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-172.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-173.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-174.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-175.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-176.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-177.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-178.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-179.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-18.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-180.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-181.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-182.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-183.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-184.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-185.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-186.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-187.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-188.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-189.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-19.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-190.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-191.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-192.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-193.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-194.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-195.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-196.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-197.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-198.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-199.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-2.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-20.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-200.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-201.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-202.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-203.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-204.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-205.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-206.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-207.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-208.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-209.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-21.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-210.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-211.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-212.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-213.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-214.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-215.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-216.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-217.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-218.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-219.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-22.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-220.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-221.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-222.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-223.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-224.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-225.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-226.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-227.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-228.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-229.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-23.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-230.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-231.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-232.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-233.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-234.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-235.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-236.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-237.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-238.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-239.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-24.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-240.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-241.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-242.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-243.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-244.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-245.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-246.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-247.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-248.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-249.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-25.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-250.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-251.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-252.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-253.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-254.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-255.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-256.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-257.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-258.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-259.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-26.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-260.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-261.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-262.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-263.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-264.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-265.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-266.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-267.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-268.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-269.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-27.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-270.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-271.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-272.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-273.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-274.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-275.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-276.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-277.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-278.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-279.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-28.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-280.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-281.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-282.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-283.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-284.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-285.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-286.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-287.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-288.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-289.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-29.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-290.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-291.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-292.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-293.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-294.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-295.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-296.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-297.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-298.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-299.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-3.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-30.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-300.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-301.png,Common-Wood-Pigeon
data\spectrogram_dataset\train\Common-Wood-Pigeon\Common-Wood-Pigeon-302.png,Common-Wood-Pigeon
